ID,Entity,Content
851051183720166_459596913233319,McDonalds,"You really shouldn’t advertise these Grandma McFlurry’s at the locations that don’t have them . 

I went to 3 McDonald’s in my area & all 3 said “ they never got them in “ but they advertise them !!

SHAME ON MCDONALDS !!"
851051183720166_766133475637105,McDonalds,At this point the ice cream is prolly fake too.
851051183720166_796204382702936,McDonalds,"Now, no more ""free"" refill's?"
851051183720166_760156852944915,McDonalds,"No, because that would mean that there's actually a McDonald's with a WORKING ICE CREAM MACHINE!!!"
851051183720166_486272500407934,McDonalds,McDonald's my grandmas loved your fried cherry pie. Can you bring those back instead or a mcflurry that taste like the cherry pies? This grandma mcflurry almost broke my tooth and I'm not even a grandma yet. Yikes. Hope no one else grandma broke a tooth or hurt their mouth eating this.
851051183720166_834531091896587,McDonalds,Sounds too expensive
851051183720166_1106194054003629,McDonalds,This grandma doesn't like butterscotch
851051183720166_1010387640827926,McDonalds,"It should not be that hard to tell people what the flavor is! What if someone was allergic to the flavor? You not telling them up front what it is, is not a good thing!"
851051183720166_444144614872641,McDonalds,"We all know the ice cream machine is broken, stop lying."
851051183720166_1402714000385055,McDonalds,My grandma is dead McDonald's
851051183720166_458853286834150,McDonalds,Anything to get Grandma to come in with her grand kids. But $6.00 for a McFlurry that's insane. I'll pass.
851051183720166_384543067253242,McDonalds,Don't buy it..smaller cup bigger price. For 4.59 I cand buy a.1/2 gallon ice cream
851051183720166_1232101511103961,McDonalds,Umm eww. Please stop coming up with ridiculous combos
851051183720166_821794636537567,McDonalds,Why aren't you doing this in the UK?
851051183720166_1163922555031644,McDonalds,Definitely not worth the $5 birthday splurge I just gave myself 🥴
851051183720166_418842694444714,McDonalds,Does it taste like the piece of candy in grandma’s purse that fell out of the plastic and rolled around collecting dust and she gives you if you behave flavor?
851051183720166_849573080318067,McDonalds,"Having trouble selling overpriced dry, cardboard cheeseburgers and cold tasteless fries, so you have to try to get people in the door with a mystery flavored milkshake. LOL"
851051183720166_793812389123601,McDonalds,I doubt any McDonald's has a working mcflurry machine to even try.
851051183720166_427560560027496,McDonalds,"So, nobody in this comment thread works for McDonald's?! Just tell us the flavor 😭"
851051183720166_1119763729242676,McDonalds,I didn’t like it!
851051183720166_472655121814327,McDonalds,that really sounds like a bad joke
851051183720166_964461648656313,McDonalds,This is easily the funniest thing ever posted by McDonald’s. Is the Wendy’s social media person doing a guest appearance?
851051183720166_815799183943737,McDonalds,Yeah except ice cream not working
851051183720166_387388200969746,McDonalds,GILFS
851051183720166_779217830946403,McDonalds,"Did you guys increase the price of this by 1000% too? Grandma now gets to choose either this new McFlurry or a secured burial plot, right? 🤬"
851051183720166_991068875869271,McDonalds,"I am a grandma, and it sounds gross.."
851051183720166_806323468092795,McDonalds,Why just a grandma McFlurry? What about the grandpa McFlurry?
851051183720166_1377844306262480,McDonalds,"Sadly, Bidenomics is causing additional financial pain to Everything, and Everyone.😢"
851051183720166_994771018875440,McDonalds,I’m not buying anything that nobody will tell what it tastes like or what’s in it.
851051183720166_483262227478937,McDonalds,One it's way to expensive & gross McDonald's about to give everyone diabetes or a heart attack way to sweet and that price they can keep it
851051183720166_1012087903582557,McDonalds,Gross.
851051183720166_425575663731239,McDonalds,"Taken? Where did you take them? Give them back, those are somebody's grandma you jerk. 😤"
851051183720166_797399792336390,McDonalds,Why haven't they made a butterbeer Mcflurry yet?
851051183720166_1843809732713293,McDonalds,Y’all put grandma into a McFlurry? How?
851051183720166_1850923125391854,McDonalds,It’s not real food 🤮🤮🤮 it’s processed chemicals
851051183720166_366232729282441,McDonalds,Too bad we never have a working ice cream machine in el reno ok.
851051183720166_1093430301740853,McDonalds,"McFlurries are about as boring as Snack Wraps.
Maybe with Hot Fudge, Peanut Butter, and Reeses cups or pieces. Mixed Berry Cheesecake with berries As is, boring."
851051183720166_1151596272823615,McDonalds,What is wbu? And what does this post even mean?
851051183720166_1399872287213805,McDonalds,Remember when your 2 cheeseburger meal is like $10 ✌️
851051183720166_1181757293011636,McDonalds,Your prices are ridiculous and the food is definitely not worth it
851051183720166_676439037942784,McDonalds,Is the McFlurry machine as broken down as my grandma?
851051183720166_1553475148844562,McDonalds,
851051183720166_1000230518346566,McDonalds,May 21st 2024 = Tuesday +$12.57 spent.
851051183720166_1188986215589747,McDonalds,Pls pay me more 🥲
851051183720166_1098425604583134,McDonalds,Nutrition info on the app say butterscotch syrup.
851051183720166_963883578448863,McDonalds,Is there real gramma in each McFlurry?
851051183720166_320344557768755,McDonalds,How does one have 3 grandmother's!!?? 😱🤯 Impossible! Unless they're all just someone's grandma.. or you have  scissorgrams.. ✂️ 😆
851051183720166_1125459181999145,McDonalds,My dog Luna is a services dog she would be great in your commerical gmreyn24@yahoo.com cell 6415662809
851051183720166_1456056435277945,McDonalds,Marketing was hoping for another grimace scandal. Didn’t work McDonald’s. Get back to basics. You guys are a mere shadow of what you once were.
851051183720166_995761848843427,McDonalds,"Prices don't justify the food anymore, even the proposed ""deals"" are ripoffs, so I'll pass."
851051183720166_461326403053732,McDonalds,Yeah we're not paying almost five bucks for that we'll get ice cream and food from somewhere else McDonald's is no longer affordable or worth the quality of food you get
851051183720166_509110444777002,McDonalds,It looks weird.. florescent yellow
851051183720166_1504151103812683,McDonalds,Your prices at McDonald's are pathetic and some of the service workers that work there really should be fired
851051183720166_7270048793105061,McDonalds,When does the mc mop come out
851051183720166_1536357516945804,McDonalds,Wtf
851051183720166_419268994250899,McDonalds,Idk why you bother all McDonald’s in a five mile radius the flurries says currently unavailable. Why is the machine never working.
851051183720166_1098272094588922,McDonalds,"Please return the grandmas, their families are so worried"
851051183720166_769358218344462,McDonalds,"weird marketing, but here’s the ingredients since no one wants to list them lol:

the Grandma McFlurry contains three main elements: reduced-fat vanilla ice cream, butterscotch flavored crumbles, and butterscotch flavored syrup."
851051183720166_436966878950326,McDonalds,Taste like the bottom of her purse 🤢🤮🤢🤮
851051183720166_437339075663646,McDonalds,I’d trade my grandma McFlurry for reasonable prices. Just sayin.
851051183720166_884472943694055,McDonalds,
851051183720166_762649736023266,McDonalds,Not getting my grandma out to most likely have the ice cream machine be broken lmaoo
851051183720166_1168844247798914,McDonalds,Phrasing? Is that no longer a thing?
851051183720166_748062470551895,McDonalds,Lol
851051183720166_1489858678314023,McDonalds,McDonald's and the machine is out along with your entire staff as usual!!!
851051183720166_759924386344761,McDonalds,Get a new marketing director McDonald's.
851051183720166_743255891351773,McDonalds,Mcdonalds trying to give our grandma's Diabetes - Stuff is poison Folks Do not eat this junk.
851051183720166_7608492525852690,McDonalds,"F'ck those spiritual old bitties.... It's because of senior citizens, so many people are falling back into religion. 🤮"
851051183720166_454711210479217,McDonalds,You’re not getting my hard earned money in exchange for feeling sick all day!
851051183720166_2766910100150645,McDonalds,Literally no one cares. Bring out something else better. The machine is usually broke anyways
851051183720166_1376773366320725,McDonalds,Why do you advertise a dollar menu and you have nothing on your menu that’s a dollar the lowest thing on the menu is $2.80 for the McChicken McDonald's
851051183720166_423413730458703,McDonalds,Hide your grandma! Mickey D'S is using them in their flurries!!
851051183720166_464902495953869,McDonalds,Is this a prank from McDonald’s ?!
851051183720166_425413683739088,McDonalds,The marketing team is weird af
851051183720166_968318221604733,McDonalds,Lies! It said that it has crunchy sum sum. My nanay loves caramel chews. So why you lying again craig???!!! Old folks ain't got no time to be cracking and chewing shid. 🤣🤣
851051183720166_1217918422744134,McDonalds,Raising more funds to support genocide?
851051183720166_799848088776621,McDonalds,Nope swore off McDonalds since they joined the leftist club.
851051183720166_485490484034462,McDonalds,Creepy.
851051183720166_419034751053918,McDonalds,"All customers matter. 
People are not satisfied that #mcdonalds doesn't care about doing right.
#customer
#customerservice 
#customersatisfaction 
#customerexperience 
#customersComeFirst
#customerserviceexcellence 
Accountability  #mcdonalds"
851051183720166_433365879644559,McDonalds,Last time my grandma had a flurry... they were $2. Now they are close to 5 and the amount you get is comparible to getting a bag of chips full of air.
851051183720166_2458182161048500,McDonalds,"McDonald's were all still waiting what it taste like, beside ""candy from a purse and smooth syrup"" since those arent a flavor."
851051183720166_327769556826368,McDonalds,QUIT LYING THE ICE CREAM MACHINE DOWN AND OUT OF ORDER SO NO FLURRY
851051183720166_1114303869794613,McDonalds,Smell my finger
851051183720166_454630453811164,McDonalds,"""Now 25% more Metamucil"""
851051183720166_1571302843439707,McDonalds,Haagen Dasz is cheaper.
851051183720166_815328333431105,McDonalds,
851051183720166_428814496770828,McDonalds,No thanks
851051183720166_805420421525091,McDonalds,Don't have them here... Machine is broken...
851051183720166_1491590594788334,McDonalds,
851051183720166_823396232985231,McDonalds,"Is it made with actual grandmas?????? If not, hit me up when you use real grandmas McDonald's"
851051183720166_1132911754496459,McDonalds,Is it cannoli? Tiramisu? Anisetti cake? Then its not my grandma.
851051183720166_3887980701430324,McDonalds,Not if it was free
851051183720166_417780807835787,McDonalds,the machine is broken
851051183720166_765536988949897,McDonalds,Your machines never work I can't experience that.
851051183720166_461381986268765,McDonalds,A product that supports the Israeli occupation
851051183720166_438505282256195,McDonalds,Do those grannies support genocide also?
851051183720166_355850637105021,McDonalds,How many granny’s are in each flurry?
851051183720166_482640704185051,McDonalds,Genocide funder
788893610109409_1192034965157397,DominosPizza,Garlic and Herb Dip
788893610109409_6174711945986737,DominosPizza,Garlic and herb dip
788893610109409_439056718869760,DominosPizza,💗
788893610109409_741114971432263,DominosPizza,Two pound fifty delivery
788893610109409_482899407641431,DominosPizza,Salt dehydration disturbed sleep is what I got
788893610109409_968195391636693,DominosPizza,Is it 10 pizzas for £10 at Iceland?
788893610109409_967093764904317,DominosPizza,Is it ‘where the f has double decadence gone again’?
788893610109409_979365943424843,DominosPizza,"The worst dip of them all, wish you got a choice of dip rather than that one when you order, they just end up in landfill"
788893610109409_1121602792403466,DominosPizza,"That’s easy: garlic bread dip

Although for some reason you put a couple extra letters in there"
788893610109409_784324180470762,DominosPizza,Garlic herb dip
788893610109409_313779155155740,DominosPizza,Garlic and herb dip
788893610109409_8030321460312350,DominosPizza,Rich Bald Grand Pie
788893610109409_770063108570008,DominosPizza,Garlic and Herb Dip
788893610109409_1607413979800662,DominosPizza,Garlic and herb dip
788893610109409_1023867502418531,DominosPizza,Tree fiddy
788893610109409_7317892398337058,DominosPizza,Garlic herb dip
788893610109409_996149038615525,DominosPizza,Garlic herb dip
788893610109409_1159111888445502,DominosPizza,Double decadence missing?
788893610109409_1502809220661899,DominosPizza,Rapid drab heckling
788893610109409_985063609415084,DominosPizza,Pay your employees more.
788893610109409_454663020582184,DominosPizza,Papa johns is better ?
788893610109409_7556438894445833,DominosPizza,Amber Heard shat in a bed?
788893610109409_353038477431708,DominosPizza,One is getting sacked soon
788893610109409_1402272733809058,DominosPizza,Garlic and herb dip 😋
788893610109409_1207692373947070,DominosPizza,Had a dog called baldric once
788893610109409_835755951808728,DominosPizza,Blackadder new season starts????
788893610109409_1216641159300424,DominosPizza,Richard Bluck
788893610109409_1798857540944847,DominosPizza,Nikole Pollard
788893610109409_1459521521624073,DominosPizza,Olivia Giles
788893610109409_474890945096550,DominosPizza,
788893610109409_1450509205854945,DominosPizza,Domino hoooo hooo
788893610109409_423790363886268,DominosPizza,Garlic and herb dip … yummy 🤤
788893610109409_984112859971551,DominosPizza,Admin you would be a great manager for Chelsea....
788893610109409_1118710939418152,DominosPizza,Tomato ketchup
788893610109409_978929666785567,DominosPizza,Eric ten haag
788893610109409_7972279236149596,DominosPizza,3 for a hundred
788893610109409_1000441728364644,DominosPizza,Sod off Baldrick
788893610109409_747303407566399,DominosPizza,Shiteandoverpriced
788893610109409_880837460545007,DominosPizza,Arab pig children
788893610109409_1176489490174804,DominosPizza,Absolute bloody robbery
788893610109409_1181009649698465,DominosPizza,Try mine- doubel decandenec nedes ot omec ackb
788893610109409_1069594494400172,DominosPizza,"Is it “we’ve realised we’re a money grabbing, overcharging place, so we’re lowering our prices permanently”?"
788893610109409_784881683732212,DominosPizza,Eric Ten Hag
788893610109409_1660406651459689,DominosPizza,Baldric ping heard
788893610109409_1163321744737439,DominosPizza,Is it why are your pizzas so fooking dear?
788893610109409_451485571167719,DominosPizza,Baldrick
788893610109409_370204805549315,DominosPizza,Barbeque Sauce base
788893610109409_475915308114833,DominosPizza,Ourpizzasaretoexpensive? Did I get it ?
788893610109409_419902087679469,DominosPizza,Solve am yourself no joy for the Country.... Bring your price down
844604394371417_1139362840615691,Subway,"We don't go to Subway anymore. They are way too expensive, and their quality has gone WAY down. I can make a great sandwich at home for half the price. Also, I used to work for Subway corporation, and they treat their employees like dirt."
844604394371417_2069923556735226,Subway,Bring back  chopped salad   so wished  for summer at least
844604394371417_2279742012410708,Subway,My churro was so hard that I could hit it on the end table and it didn’t break.
844604394371417_423395683871215,Subway,That cookie  made me vomit the next morning to many sugary calories in 1 go for me at least slowly
844604394371417_1714685942273254,Subway,We have yet to see the second box of cookies we were told was coming a month or two ago. Also the cheese sauce for the pretzels was to come this month. The month is practically over.
844604394371417_990645366041353,Subway,Too bad you switched to Pepsi...would have liked to try it....
844604394371417_349298074503498,Subway,Subway doesn't listen to people. They don't listen to their franchisees.  they could care less about their customers....
844604394371417_818658023539047,Subway,When did it leave?? I've seen it advertised at every subway I've been to without interruption. Same with the churro and the pretzel! The cookie is amazing though.
844604394371417_1875755179557889,Subway,Is it better than the pretzel I had?  Over half of it was hard as rock and I could not eat it.
844604394371417_423492070528443,Subway,"Bought one, and I threw it away, it was hard as a brick, I couldn't even break it apart"
844604394371417_910582344091213,Subway,"Last visit came home with a BMT that was missing the ham and the cheese..  this time ate there with a rotiss and that was missing the cheese - didn't check the one we brought home!  I got a few slices to put on the one we were eating.. of course, it now wasn't melted cheese.    And no.. I don't bother reporting..  I did tell them today when I went back to get cheese..  but reported a safety issue once that was never corrected, so don't bother."
844604394371417_974597334378272,Subway,It never left and at my store the prices went up .49 cents on all 3 snacks. Hope y'all change to commercial today.
844604394371417_985078666087166,Subway,I used a coupon (it said show the coupon before you order) and only got half the meat and cheese on it...
844604394371417_832226902105917,Subway,"The best news ever would if #Subway brought back the seafood sensation 

https://www.facebook.com/share/CrHYTfk66kSYFBzK/?mibextid=A7sQZp"
844604394371417_413902314361605,Subway,Ordered a tuna footlong right after they opened today. Ordered double cheese. Got no cheese. Ordered it on italian herbs and cheese. Got it on italian. Won't be ordering again anytime soon.
844604394371417_307437775757885,Subway,Subway and A&W fell off in Canada there no love anymore support local you'll get leftovers too!
844604394371417_3806862196256763,Subway,"Dear @subway  you often mail coupons for discounts on sandwiches and trios. However, whenever I try to use them, I am always told that they don’t honor coupons.  The coupons do mention that they are valid at “participating locations”. But it seems like no location is participating! I’ve looked online to find out which locations honor coupons but could not find it.  Please let me know where I can find the list of participating locations.  Honestly, this coupon business seems like a scam to atteact people to go buy at Subway thinking they’ll get a deal but no deal is given.  Now when I get to the cash and am told that they don’t accept coupons, I just walk away and the restaurant is stuck with a sub already made. I encourage everyone to do that in order to put pressure on Subway to change their very unethical coupon practice."
844604394371417_370494319349620,Subway,Extremely expensive sandwiches.
844604394371417_1744019209339121,Subway,J'espere qu'il est meilleur que le service apres achat de cartes cadeaux...aucune possibilite rejoindre service clientele
844604394371417_1155934048985228,Subway,The cookies are goooooooddddd!
844604394371417_1140928640391818,Subway,Surprised it took Subway si long to slice their meats fresh.  And the crust in tbe bread is too soft to be a real sub.
844604394371417_834879804642502,Subway,There goes my diet!!
844604394371417_489051296945953,Subway,"Available at our local Subway but gotta say, it wasn’t very good."
844604394371417_501047375588157,Subway,They send the free cookie for your birthday but are always out when you go to pick up.
844604394371417_960039208936588,Subway,"I didn't know it left, it was available last time I went... maybe about 2 months ago"
844604394371417_1895411094229171,Subway,I thought it was too rich
844604394371417_1222012425626330,Subway,Always gotten it hard as a rock
844604394371417_336236512614382,Subway,I never even knew you had it in the first place! And I used to go in there a LOT back when I was in college
844604394371417_477025448317010,Subway,too expensive
844604394371417_1158935588587055,Subway,I'm sure that cookie is probably $4.99 or more... which is ridiculous.
844604394371417_327100563599436,Subway,Where did it go????
844604394371417_977788550275800,Subway,Haven't seen that - is it USA?
844604394371417_957698522503224,Subway,I wish I wasn't diabetic
844604394371417_384830440604866,Subway,It never left…?
844604394371417_828814548690822,Subway,"Usually when you have a 6 inch Subway sandwich, it’s not filling enough. But the foot-long makes you bloated. Subway needs a 9 inch option."
844604394371417_410784701944925,Subway,"Not 1 positive comment.  Subway, maybe don’t advertise ."
844604394371417_295506613637867,Subway,Start 5th June
844604394371417_320328854443814,Subway,At what cost
844604394371417_1566486380562218,Subway,
844604394371417_2485430464986424,Subway,Back?  It never left fools
844604394371417_1791866071338760,Subway,Love it
844604394371417_439341655393475,Subway,The app charged my bank account twice when I submitted my order. Refund please
844604394371417_1007866314247788,Subway,visitando sucursal obispado y al parecer tienen fiesta hay mas de 6 empleados y me dicen ahorita no tenemos servicio que deplorable situacion y servicio
844604394371417_803933881675144,Subway,No thanks. Haven't been back since I chipped my molar on that Aunt Annie's pretzel 🥨
844604394371417_1787495548422493,Subway,Call it a Fookie
844604394371417_1680823942726590,Subway,Taylor Ruth Kelsey Flatau just sayin…
844604394371417_1830138667506634,Subway,didn't know it left lol but I will say one thing I can't ever get one lol every time I go into my local Subway they are always gone...last time I got to try one was bc one of the employees was keeping it for herself and she said aww you can have it lol I'm like seriously? you shouldn't be letting your ppl steal from customers like that Subway...it's BS.
844604394371417_334368019482885,Subway,Unless you're gonna bring back 5 dollar Footlong no one cares.
844604394371417_3819441041621960,Subway,Did your customer service come back yet?
844604394371417_3747642345521516,Subway,$5 footlong or GTFO
844604394371417_1147209269941049,Subway,PSA: Be sure to check your children’s milk expiration date 🤮 I picked up a kids meal for my kindergarteners parent lunch today to bring to him and he said his milk tasted weird. I look at the cap and it was EXPIRED!! TEN DAYS AGO🤢 Poor little guy!
844604394371417_981908616438067,Subway,It's delicious
844604394371417_828083402125507,Subway,Stopped going to Subway in my town because they don't take coupons anymore.
844604394371417_428500500112213,Subway,Just what Americans need
844604394371417_381168361627694,Subway,https://gofund.me/49e00631
844604394371417_425513780280374,Subway,Crystal Knaggs
844604394371417_472676358457202,Subway,Emma Turnbull
844604394371417_1147310513253881,Subway,#RafahMassacre
844604394371417_993564019040075,Subway,Amelia Carr
844604394371417_1723055644768250,Subway,Jemma Ní Cheapóg
844604394371417_1625153831594298,Subway,Marie Cotter
844604394371417_778657164453371,Subway,Leah Carnegie Ty Culbert 😳
844604394371417_1379419822867771,Subway,#RafahOnFire
844604394371417_3651922181804443,Subway,Leanne Robbins 👀👀
844604394371417_812473447433064,Subway,Kaitlyn Shields
844604394371417_476957391418945,Subway,Žaneta Marie
844604394371417_774284544685831,Subway,Lauren Effie Graham
844604394371417_1696873264407059,Subway,Luke Calleja
844604394371417_440612781932314,Subway,😍😍😍
844604394371417_339194285940996,Subway,Dom Kennedy
844604394371417_7814203165302397,Subway,Creating more diabetes!!!!!
844604394371417_1386422948714546,Subway,Let’s go Brandon. Vote Donald J. Trump 2024.
844604394371417_444336468219542,Subway,Kayleigh Greenwood & Deborah Leigh Robinson we need these!!
844604394371417_2191114754556645,Subway,Yummy
844604394371417_991849682579462,Subway,Yes
844604394371417_1414156822569583,Subway,Yuck
844604394371417_1925269907892175,Subway,Sick
844604394371417_462249883055296,Subway,Indy Graham 😳
844604394371417_987521816165273,Subway,"Has any tried to use subway coupons they receive in mailers? I tried this past weekend and was told this is only for participating subways and we are not participating. Well how do I know that the only participating subway isn’t in Anchorage Alaska?

This marketing strategy is absolutely deceiving. Tricking people into purchasing food. They think they are going to pay one price and end up paying way more. 

The coupon I had was 2 footings for 13.99. I thought that was a fair price. I go out to check out and because this subway wasn’t participating I end up paying 28!

It is absolutely ridiculous that subway willingly sends me coupons that I cannot use at my local subway. Then doesn’t even provide a list of participating subways. 

I have reached out multiple times about this issue and have not heard anything. So not only are they deceitful but their customer services is lacking as well."
844604394371417_423747827129064,Subway,#bycottisraeliproducts
844604394371417_1365296974136348,Subway,"Subway, Plympton, Plymouth are beyond a joke, ordered at 15.55 delivery time keeps changing now it's 18.35 for delivery, called store and was hung up on after I was told my food had been ready for 15 minutes but no drivers, I asked if a fresh order would be made when a driver is available and the bloke with no common sense hung up the call, Owen Hughes Plympton subway, you are in the wrong job"
844604394371417_392769460432726,Subway,Rico
844604394371417_466025749116510,Subway,BRING BACK THE TORTILLA WRAPS!!!
844604394371417_2510128509376151,Subway,Maybe focus on getting your ‘sandwich artists’ making sandwiches properly?
844604394371417_1835034723588949,Subway,"Inventing The Nutritious Organic Ediblewares...Organic packagings...
 Organicwares...
Or Organic biogreen items...
From: Let Us Plant Trillions Of Trees...
By Bilal Shami
https://www.facebook.com/share/p/EKgMYjFCJ23gWyKd/?mibextid=oFDknk"
844604394371417_1185645882342964,Subway,
844604394371417_3843783809276104,Subway,Not recommended. Fair at best.
